source,year,Tweets_cleaned,Cluster_labels,month,day_of_week,vectors
goodhealth,2012,best makeup color face,1,2,2,"[-0.09982001781463623, -0.2206217497587204, 0.0542520172894001, -0.05427679792046547, 0.0035596482921391726, 0.027899136766791344, 0.13550348579883575, -0.030290383845567703, -0.5650790929794312, 0.13630758225917816, 0.43149688839912415, 0.2931465804576874, -0.14815236628055573, -0.1210140660405159, 0.05033688247203827, -0.05963563546538353, 0.07252858579158783, 0.18040941655635834, -0.39493420720100403, 0.11622945964336395, -0.11647076904773712, -0.2662082612514496, 0.13130414485931396, 0.365622341632843, -0.07895353436470032, 0.05711078643798828, -0.14745160937309265, 0.21223686635494232, 0.05853191390633583, -0.4924863874912262]"
goodhealth,2012,fitsugar enjoy goodness quinoa food naturespath quinoacorp kindsnacks,0,2,1,"[0.029309023171663284, -0.2366618812084198, 0.18346737325191498, -0.004137943033128977, 0.08018574118614197, 0.17702853679656982, 0.11789824813604355, 0.1295870542526245, -0.4241628646850586, -0.013717059046030045, 0.4719301462173462, 0.24612675607204437, -0.009009846486151218, -0.1993594467639923, -0.06292259693145752, -0.14380815625190735, 0.0483289398252964, -0.05299884453415871, -0.3527916967868805, -0.003416832536458969, -0.07326217740774155, -0.07386009395122528, 0.14285045862197876, 0.5332949161529541, 0.17734430730342865, 0.23865273594856262, -0.1957203596830368, 0.03914590924978256, 0.2181423008441925, -0.5487166047096252]"
goodhealth,2012,bethenny frankels secret naturally thin,1,2,6,"[-0.054684992879629135, -0.26590773463249207, 0.14400461316108704, -0.05658109113574028, 0.06593064963817596, 0.1775997281074524, 0.07536263763904572, 0.08842669427394867, -0.38831567764282227, 0.0959923192858696, 0.30210286378860474, 0.3376467525959015, -0.014727778732776642, -0.2469380497932434, -0.052877917885780334, -0.19199655950069427, 0.017040984705090523, 0.02640925534069538, -0.35028427839279175, -0.03909248113632202, -0.012893876992166042, -0.06195160001516342, 0.21962809562683105, 0.5044266581535339, 0.1705676019191742, 0.21746289730072021, -0.04619327560067177, 0.012437615543603897, 0.14931760728359222, -0.490489661693573]"
goodhealth,2012,read danger closet oscarparty recipe microwave arent dangerous,1,2,4,"[0.05273199453949928, -0.20942820608615875, 0.20323851704597473, -0.026467742398381233, 0.08980491012334824, 0.15798307955265045, 0.25142040848731995, -0.033130232244729996, -0.44910067319869995, 0.12256576865911484, 0.3892561197280884, 0.3001319468021393, -0.029203098267316818, -0.2548382878303528, 0.0019691891502588987, -0.19224245846271515, 0.028460144996643066, 0.1836811751127243, -0.4438595473766327, 0.16232390701770782, -0.04527962952852249, -0.15054914355278015, 0.12667766213417053, 0.5202571153640747, 0.03106066770851612, 0.1480817347764969, -0.07616430521011353, 0.11337154358625412, 0.18596139550209045, -0.5335105657577515]"
goodhealth,2012,love pinterest dont miss jillian michael magazine board,1,2,4,"[0.011855700053274632, -0.24755559861660004, 0.15948456525802612, -0.048998087644577026, 0.09007909893989563, 0.10761695355176926, 0.21339847147464752, 0.029470952227711678, -0.4531518220901489, 0.09365399181842804, 0.42846089601516724, 0.2652885317802429, -0.08153090626001358, -0.15761277079582214, -0.005844405386596918, -0.15755507349967957, 0.06416621059179306, 0.15313036739826202, -0.36759355664253235, 0.10316640138626099, -0.04002324864268303, -0.18558456003665924, 0.12903033196926117, 0.42329493165016174, -0.005698313005268574, 0.10233332216739655, -0.055746085941791534, 0.12062074989080429, 0.15582773089408875, -0.5178999304771423]"
goodhealth,2012,exclusive facebook jillian michael go tweet check,1,2,4,"[0.023701973259449005, -0.18976902961730957, 0.06181640923023224, -0.01638229750096798, 0.07688523083925247, 0.06591910123825073, 0.17485427856445312, 0.0891294926404953, -0.4121459126472473, 0.05091707408428192, 0.42910364270210266, 0.3224077820777893, -0.03256654366850853, -0.19619137048721313, -0.09535609185695648, -0.1045914888381958, 0.008498195558786392, 0.020069457590579987, -0.3371724486351013, 0.03182598948478699, -0.02637333795428276, -0.1265159398317337, 0.15819674730300903, 0.41970640420913696, 0.07230055332183838, 0.14274033904075623, -0.08253858238458633, 0.13692347705364227, 0.15681572258472443, -0.46332234144210815]"
goodhealth,2012,fivesecond rule life plain filthy,1,2,4,"[0.06190986558794975, -0.22231416404247284, 0.2440551519393921, -0.08551617711782455, 0.07997043430805206, 0.19777102768421173, 0.31899771094322205, -0.02184099517762661, -0.5803927183151245, 0.1779387891292572, 0.5357068181037903, 0.44931188225746155, -0.08783651143312454, -0.34968674182891846, 0.03477310761809349, -0.25664693117141724, 0.0601319894194603, 0.14068341255187988, -0.5430793762207031, 0.1798490583896637, -0.02644435688853264, -0.190604567527771, 0.1881076991558075, 0.650934636592865, 0.11261973530054092, 0.15538577735424042, -0.04137571156024933, 0.16353335976600647, 0.3000974953174591, -0.8033053278923035]"
goodhealth,2012,high heel longterm bad effect leg muscle give stiletto wedge take poll,1,2,3,"[-0.006915987003594637, -0.14748939871788025, 0.1723906695842743, -0.05078400298953056, 0.02589321695268154, 0.048791155219078064, 0.22822560369968414, -0.07845256477594376, -0.39895105361938477, 0.18340758979320526, 0.3603125214576721, 0.2568064332008362, -0.11125628650188446, -0.1467454582452774, 0.05392333120107651, -0.14582376182079315, -0.040994882583618164, 0.11422739923000336, -0.3674919903278351, 0.09804285317659378, -0.05603388324379921, -0.14081718027591705, 0.09530621767044067, 0.39168623089790344, -0.005391265265643597, 0.053201913833618164, -0.03912319615483284, 0.16415315866470337, 0.20982681214809418, -0.5240280628204346]"
goodhealth,2012,meglevinson join jillianmichaels tomorrow est facebook page hope see yout,1,2,3,"[0.13963930308818817, -0.1992236077785492, 0.2006218135356903, -0.08279675245285034, 0.10858104377985, 0.14238494634628296, 0.3021800220012665, -0.00032264698529616, -0.48794591426849365, 0.22502069175243378, 0.4837798774242401, 0.4274231493473053, -0.03520376235246658, -0.2647536098957062, -0.03713718429207802, -0.16629087924957275, 0.05720570310950279, 0.18537046015262604, -0.4730142652988434, 0.17587554454803467, -0.004814736545085907, -0.19224166870117188, 0.17999428510665894, 0.5077536702156067, 0.06807977706193924, 0.10415095090866089, -0.03705211728811264, 0.18813738226890564, 0.25994640588760376, -0.6355330348014832]"
goodhealth,2012,much know sunscreen use yearround test knowledge,1,2,3,"[0.077443927526474, -0.1766503006219864, 0.21787403523921967, -0.010570341721177101, 0.03154061362147331, 0.15358935296535492, 0.23266102373600006, -0.029269631952047348, -0.3658154308795929, 0.13733074069023132, 0.3813670575618744, 0.27886196970939636, -0.04354190081357956, -0.1863134801387787, -0.039706338196992874, -0.13098792731761932, 0.012407198548316956, 0.10496105998754501, -0.37468916177749634, 0.06999984383583069, -0.013223646208643913, -0.1406276673078537, 0.13897201418876648, 0.4638398289680481, 0.04530136287212372, 0.08397597074508667, -0.025247706100344658, 0.10609922558069229, 0.18271338939666748, -0.5326570272445679]"
goodhealth,2012,fitsugar cultivate beginnersmind take tip solid yoga home practice,1,2,2,"[0.015983860939741135, -0.22055462002754211, 0.18888524174690247, -0.03614616021513939, 0.049983322620391846, 0.13531669974327087, 0.18556027114391327, 0.10678006708621979, -0.4517744481563568, 0.036571893841028214, 0.44099757075309753, 0.3042728006839752, -0.06845341622829437, -0.22015035152435303, -0.028778068721294403, -0.19658121466636658, 0.10876578837633133, 0.05841298773884773, -0.4470554292201996, 0.10615550726652145, -0.07157211005687714, -0.11456608772277832, 0.13202393054962158, 0.5730960965156555, 0.07963074743747711, 0.20115439593791962, -0.14852215349674225, 0.06954354792833328, 0.20090042054653168, -0.5194605588912964]"
goodhealth,2012,whats sunscreen strategy please tell,1,2,2,"[0.07637631893157959, -0.18167772889137268, 0.14037229120731354, -0.049264758825302124, 0.1231708824634552, 0.07031729817390442, 0.22546330094337463, 0.08058036118745804, -0.27190229296684265, 0.07977806031703949, 0.2991200387477875, 0.3398421108722687, 0.0025869926903396845, -0.19411718845367432, -0.038060370832681656, -0.12201593816280365, 0.036927901208400726, 0.00991828739643097, -0.2891348600387573, 0.13612282276153564, -0.08306822925806046, -0.06269300729036331, 0.184668630361557, 0.3692970275878906, 0.03629656508564949, 0.0700010284781456, 0.02585463598370552, 0.11159618198871613, 0.1843179315328598, -0.43217334151268005]"
goodhealth,2012,jillian michael secret strong ever,1,2,1,"[0.08966288715600967, -0.1736271232366562, 0.1327669620513916, -0.052812956273555756, 0.056372594088315964, 0.07802015542984009, 0.26912128925323486, -0.029740555211901665, -0.361775279045105, 0.18727071583271027, 0.3617631196975708, 0.26387470960617065, -0.0726993978023529, -0.23340068757534027, 0.024242868646979332, -0.08738816529512405, 0.0004790639504790306, 0.11688539385795593, -0.35433757305145264, 0.13939139246940613, -0.06779924035072327, -0.11940079182386398, 0.160967618227005, 0.3670426309108734, -0.003874907735735178, 0.03569464758038521, -0.02021414041519165, 0.14287413656711578, 0.138123020529747, -0.4813375174999237]"
goodhealth,2012,happy fattuesday look pancake recipe weve cover,1,2,1,"[0.022878674790263176, -0.16615085303783417, 0.18665510416030884, -0.09122850000858307, 0.02354130707681179, 0.13314250111579895, 0.3034514784812927, -0.04920073598623276, -0.4713096022605896, 0.20522841811180115, 0.48319053649902344, 0.36643072962760925, -0.09813245385885239, -0.1936231255531311, 0.05213495343923569, -0.16923299431800842, 0.06546520441770554, 0.18302907049655914, -0.4347941279411316, 0.16226015985012054, -0.012954709120094776, -0.13128562271595, 0.17370764911174774, 0.46791237592697144, 0.07968813925981522, 0.012669435702264309, -0.016218427568674088, 0.20524050295352936, 0.2157016098499298, -0.6208311319351196]"
goodhealth,2012,much love grapefruit,1,2,6,"[0.06989376246929169, -0.11909239739179611, 0.019926995038986206, 0.059606362134218216, 0.08456786721944809, 0.0660104975104332, 0.208711177110672, -0.056694403290748596, -0.3286447823047638, 0.10693985223770142, 0.38475894927978516, 0.2699681520462036, -0.10537855327129364, -0.19133897125720978, -0.09094155579805374, -0.1257006973028183, 0.02274836041033268, 0.05100754275918007, -0.3440930247306824, 0.1070142611861229, 0.017417684197425842, -0.15951189398765564, 0.13973215222358704, 0.37479695677757263, 0.003784988773986697, 0.021215131506323814, -0.06032417714595795, 0.18254454433918, 0.14493347704410553, -0.4877077639102936]"
goodhealth,2012,question yoga answer,1,2,4,"[0.15273156762123108, -0.16746798157691956, 0.1497485339641571, -0.1315016895532608, 0.04847373813390732, 0.11079849302768707, 0.3544114828109741, -0.02733631804585457, -0.4309375286102295, 0.29392096400260925, 0.4137141704559326, 0.3920118510723114, -0.08783063292503357, -0.27397340536117554, 0.0681709572672844, -0.21878665685653687, 0.03111943043768406, 0.24105198681354523, -0.45068585872650146, 0.14685750007629395, 0.0328645184636116, -0.1359814554452896, 0.19365188479423523, 0.41267481446266174, 0.10138591378927231, -0.0258948914706707, 0.03246398642659187, 0.20422065258026123, 0.2020701766014099, -0.6517991423606873]"
goodhealth,2012,jillian michael shes prude,1,2,4,"[0.20125657320022583, -0.14201238751411438, 0.18669024109840393, -0.08935343474149704, 0.10338259488344193, 0.08347050100564957, 0.3586401641368866, -0.08931001275777817, -0.3781605064868927, 0.3476424515247345, 0.3738546371459961, 0.4366989731788635, -0.10862383991479874, -0.24562624096870422, 0.008060827851295471, -0.19426271319389343, -0.005178091116249561, 0.23363947868347168, -0.4434352219104767, 0.1623716652393341, 0.05886249616742134, -0.13792784512043, 0.07713993638753891, 0.33736494183540344, 0.022393709048628807, -0.03981436789035797, 0.13876625895500183, 0.27783241868019104, 0.30459362268447876, -0.6486188769340515]"
goodhealth,2012,official future medication available via microchip,1,2,4,"[0.2019861489534378, -0.17155057191848755, 0.10739046335220337, -0.06833050400018692, 0.12812864780426025, 0.04797830432653427, 0.32798635959625244, -0.0012562625342980027, -0.346597820520401, 0.2562532126903534, 0.3517322838306427, 0.3271365463733673, 0.0054350183345377445, -0.2502317726612091, 0.04121094197034836, -0.12512069940567017, 0.09379011392593384, 0.14971283078193665, -0.37459731101989746, 0.17257359623908997, -0.04481364041566849, -0.09885311126708984, 0.1733451634645462, 0.4314013123512268, 0.0512118935585022, 0.025670886039733887, 0.07312417030334473, 0.2123921662569046, 0.23173055052757263, -0.5213963985443115]"
goodhealth,2012,ayayay first arsenic apple juice,1,2,3,"[0.14061424136161804, -0.09409952163696289, 0.10765966773033142, -0.049709659069776535, 0.005763353779911995, 0.07056671380996704, 0.3184499144554138, -0.06387460976839066, -0.3258740305900574, 0.27729272842407227, 0.3550959825515747, 0.32255133986473083, -0.06357483565807343, -0.19030547142028809, 0.05817405506968498, -0.1873472034931183, -0.0147968465462327, 0.1903371512889862, -0.39002329111099243, 0.11650096625089645, 0.016456350684165955, -0.15088555216789246, 0.04805068299174309, 0.3421556353569031, -0.03141406923532486, -0.022541949525475502, 0.07879945635795593, 0.2348821610212326, 0.22469337284564972, -0.5344361066818237]"
goodhealth,2012,doc hard start,1,2,2,"[0.07567005604505539, -0.19226157665252686, 0.10812604427337646, 0.0485462062060833, 0.09389332681894302, 0.1536293774843216, 0.2684798538684845, -0.03345603495836258, -0.47909319400787354, 0.15694978833198547, 0.439624547958374, 0.3397120237350464, -0.0734298899769783, -0.2450532466173172, -0.05522267520427704, -0.14055797457695007, 0.021778851747512817, 0.08075916022062302, -0.3869801461696625, 0.14722228050231934, 0.04801787808537483, -0.20576070249080658, 0.08810871094465256, 0.46887916326522827, 0.08147528022527695, 0.09360212832689285, -0.043735966086387634, 0.1948048174381256, 0.17057016491889954, -0.6474472284317017]"
goodhealth,2012,news observe vday chocolate love great heart,3,2,1,"[0.055519625544548035, -0.14588595926761627, 0.08672430366277695, -0.047111015766859055, 0.08036639541387558, 0.12658390402793884, 0.18836495280265808, -0.009592470712959766, -0.29704782366752625, 0.13190722465515137, 0.29694992303848267, 0.2698967158794403, -0.07156015187501907, -0.16117915511131287, 0.00798348244279623, -0.05729229748249054, 0.05634618178009987, 0.1699211746454239, -0.3312017023563385, 0.11921581625938416, -0.018153628334403038, -0.1270035207271576, 0.05178038403391838, 0.3115498721599579, 0.014679630286991596, 0.04099319875240326, -0.03186316788196564, 0.06326638907194138, 0.1863429695367813, -0.3737555742263794]"
goodhealth,2012,fitsugar curve race track bad gym pick line,1,2,1,"[0.1357692927122116, -0.13615760207176208, 0.14849528670310974, -0.0612088106572628, 0.046638377010822296, 0.06488624215126038, 0.23205462098121643, -0.056221649050712585, -0.35968154668807983, 0.19956091046333313, 0.36597004532814026, 0.3551105260848999, -0.09345895051956177, -0.24892212450504303, 0.022388339042663574, -0.11881370097398758, 0.010976005345582962, 0.14529681205749512, -0.39155176281929016, 0.10108725726604462, 0.04074384644627571, -0.13097184896469116, 0.0908326506614685, 0.3789198398590088, 0.007890546694397926, 0.00239994446747005, 0.01931876130402088, 0.1610737144947052, 0.21586623787879944, -0.5679601430892944]"
goodhealth,2012,honor valentine smart easy protect heart,3,2,1,"[0.13733212649822235, -0.10538652539253235, 0.13916632533073425, -0.05754346400499344, 0.09632649272680283, 0.0785667896270752, 0.29773613810539246, -0.05594009533524513, -0.3751107454299927, 0.2466641515493393, 0.34192654490470886, 0.3239600658416748, -0.025138458237051964, -0.19433023035526276, 0.06350062042474747, -0.19840310513973236, 0.0565296933054924, 0.23032112419605255, -0.3102460205554962, 0.14564399421215057, 0.0774335041642189, -0.15413421392440796, 0.07387704402208328, 0.40229862928390503, 0.07548131793737411, -0.026038428768515587, 0.06360449641942978, 0.19482427835464478, 0.2955140471458435, -0.5688562393188477]"
goodhealth,2012,yet another reason stop smoke research light increase cognitive decline men,1,2,6,"[0.022128425538539886, -0.19769543409347534, 0.2156481295824051, -0.07436511665582657, 0.10319674015045166, 0.2257998138666153, 0.22727671265602112, 0.0590277761220932, -0.42679861187934875, 0.10085704922676086, 0.41099876165390015, 0.35981568694114685, -0.0479811392724514, -0.2219449281692505, -0.02382481098175049, -0.23487842082977295, 0.09628359973430634, 0.06898385286331177, -0.3466155529022217, 0.07275155931711197, -0.06009839102625847, -0.13878481090068817, 0.09445993602275848, 0.5301830768585205, 0.15807241201400757, 0.21996140480041504, -0.0729358121752739, 0.07358863949775696, 0.2643904685974121, -0.598095178604126]"
goodhealth,2012,recipeoftheday poppy seed fruit salad,1,2,6,"[0.14678265154361725, -0.23826521635055542, 0.0891655758023262, -0.03697735071182251, 0.09301397949457169, 0.11657995730638504, 0.34170183539390564, -0.0248248428106308, -0.3218929171562195, 0.1740836799144745, 0.3491991460323334, 0.3666180670261383, -0.024932503700256348, -0.34510916471481323, 0.010762766934931278, -0.131291002035141, 0.13637302815914154, 0.14089395105838776, -0.41782307624816895, 0.13350710272789001, -0.03581519424915314, -0.1314975768327713, 0.1470603197813034, 0.49324458837509155, 0.08507886528968811, 0.044379521161317825, 0.08817286044359207, 0.15953606367111206, 0.18726512789726257, -0.5043947696685791]"
goodhealth,2012,inspire men hollywood secret stay fit shh,1,2,6,"[0.08146838843822479, -0.20918583869934082, 0.18292206525802612, 0.005084173753857613, 0.10669440031051636, 0.1375727653503418, 0.23566530644893646, 0.09674504399299622, -0.5383002161979675, 0.04843321442604065, 0.565574049949646, 0.44647330045700073, -0.015293180011212826, -0.30085256695747375, -0.09118542820215225, -0.1837569922208786, 0.0879332423210144, 0.06507688015699387, -0.5124793648719788, 0.05898623540997505, -0.0001533058239147067, -0.14398659765720367, 0.2301875650882721, 0.5742378830909729, 0.1650797724723816, 0.20226497948169708, -0.10939301550388336, 0.12306477874517441, 0.1985454559326172, -0.6192148923873901]"
goodhealth,2012,wholewheat maplebacon waffle waitand makeover talk,1,2,6,"[0.15192806720733643, -0.23067183792591095, 0.12647002935409546, -0.06701363623142242, 0.12854573130607605, 0.14826948940753937, 0.2433793693780899, 0.03243463486433029, -0.3441583216190338, 0.12108791619539261, 0.37108221650123596, 0.2804231345653534, 0.0038318883161991835, -0.19308693706989288, -0.010227727703750134, -0.13481880724430084, 0.07022544741630554, 0.09558960795402527, -0.39941784739494324, 0.07496697455644608, -0.09121417999267578, -0.0925338864326477, 0.13931691646575928, 0.47394445538520813, 0.07462359964847565, 0.09878144413232803, -0.007438295055180788, 0.10581156611442566, 0.19637863337993622, -0.5314454436302185]"
goodhealth,2012,dinner doesnt difficult onedish meal easy ever,1,2,5,"[0.08682593703269958, -0.14510281383991241, 0.15637414157390594, -0.012804335914552212, 0.08286049216985703, 0.057282835245132446, 0.29872003197669983, -0.10038594156503677, -0.4734407961368561, 0.23499076068401337, 0.4515582323074341, 0.3436645269393921, -0.12074484676122665, -0.2269434928894043, 0.011966514401137829, -0.17947068810462952, -0.010984973050653934, 0.20632526278495789, -0.449249804019928, 0.12924495339393616, 0.04576551169157028, -0.2005266398191452, 0.08731131255626678, 0.48565736413002014, 0.010122132487595081, 0.026515981182456017, -0.03612785413861275, 0.263978511095047, 0.2096051424741745, -0.6538941264152527]"
goodhealth,2012,want look like stacy london dress weekend fantasy become reality,1,2,5,"[0.12654921412467957, -0.2089785635471344, 0.13622558116912842, -0.07343354821205139, 0.0953226238489151, 0.08575347065925598, 0.28089287877082825, -0.032573699951171875, -0.3294227421283722, 0.1462893784046173, 0.3275611102581024, 0.35450315475463867, -0.11521348357200623, -0.28785181045532227, -0.014681187458336353, -0.15240193903446198, 0.02182752639055252, 0.18040022253990173, -0.37691572308540344, 0.1468265950679779, -0.05776279792189598, -0.1855086088180542, 0.1542453169822693, 0.46420612931251526, 0.05528510361909866, 0.009968909434974194, 0.028477512300014496, 0.10792025178670883, 0.2123551070690155, -0.5061146020889282]"
goodhealth,2012,think know everything come sex think,1,2,5,"[0.13806331157684326, -0.05257245525717735, 0.07316716760396957, -0.055934835225343704, 0.027917230501770973, -0.01802002266049385, 0.29877591133117676, -0.10593709349632263, -0.2856985628604889, 0.3462658226490021, 0.2822923958301544, 0.3215150237083435, -0.051577985286712646, -0.21590963006019592, 0.008126528933644295, -0.12751036882400513, -0.02172468975186348, 0.19854898750782013, -0.27722132205963135, 0.11952684819698334, 0.11209366470575333, -0.05909888818860054, 0.05437461659312248, 0.2085246741771698, -0.009796157479286194, -0.08276423811912537, 0.1642122119665146, 0.266581267118454, 0.24371634423732758, -0.4705674350261688]"
goodhealth,2012,look great gym even havent meet fitness goal yet,1,2,4,"[0.0808524638414383, -0.21844759583473206, 0.1918475478887558, -0.032168321311473846, 0.14241154491901398, 0.2379581183195114, 0.17566771805286407, 0.07757806032896042, -0.33324670791625977, 0.08068698644638062, 0.33266475796699524, 0.2602505385875702, 0.01087928842753172, -0.20728608965873718, -0.005153904668986797, -0.19081999361515045, 0.05688060447573662, 0.019398566335439682, -0.3376229405403137, 0.07838968187570572, -0.06668757647275925, -0.1022256538271904, 0.13667534291744232, 0.45396989583969116, 0.09910308569669724, 0.1973375380039215, -0.008076824247837067, 0.011841811239719391, 0.22291071712970734, -0.42700639367103577]"
goodhealth,2012,carbloversdiet friend feature carblovers winter holiday meal recipe,1,2,4,"[0.01439244020730257, -0.16153351962566376, 0.19789214432239532, -0.07794477045536041, 0.13206736743450165, 0.12190483510494232, 0.15044473111629486, 0.09279530495405197, -0.3701801896095276, 0.007451657205820084, 0.34049656987190247, 0.24758204817771912, 0.028915274888277054, -0.25398194789886475, 0.039312854409217834, -0.10488062351942062, 0.07160743325948715, 0.027084490284323692, -0.37107762694358826, 0.1100103035569191, -0.07534275949001312, -0.15970489382743835, 0.11173167079687119, 0.5374050736427307, 0.05440898612141609, 0.1277071088552475, -0.11712735891342163, 0.06037227809429169, 0.08290354907512665, -0.3675426244735718]"
goodhealth,2012,enjoy homecooked meal without break bank promise,1,2,4,"[0.10822846740484238, -0.23045293986797333, 0.09811705350875854, -0.08089029043912888, 0.1679874211549759, 0.09611918777227402, 0.2911442220211029, 0.04407721385359764, -0.3073359429836273, 0.09569894522428513, 0.38087204098701477, 0.3513100743293762, -0.014582596719264984, -0.3056102991104126, 0.031656697392463684, -0.12801024317741394, 0.16148504614830017, 0.0939766988158226, -0.4045778214931488, 0.15876136720180511, -0.10818193852901459, -0.14606258273124695, 0.18225638568401337, 0.4923306107521057, 0.04246923327445984, 0.06844241917133331, -0.02283834107220173, 0.09636038541793823, 0.12358328700065613, -0.43606022000312805]"
goodhealth,2012,go asianfusion tonight dinner,1,2,4,"[0.13775625824928284, 0.078065425157547, 0.10941451042890549, -0.08560346066951752, -0.0013393341796472669, -0.03800401836633682, 0.3374141752719879, -0.26800721883773804, -0.3407808840274811, 0.531488299369812, 0.2779240012168884, 0.34265878796577454, -0.09354054182767868, -0.17679806053638458, 0.09919296205043793, -0.14924883842468262, -0.1280839890241623, 0.2752908766269684, -0.3042735755443573, 0.2016606479883194, 0.21177762746810913, -0.04888727888464928, -0.039690468460321426, 0.21402308344841003, -0.005367927718907595, -0.2540758550167084, 0.1356060802936554, 0.3060935139656067, 0.3829827308654785, -0.641446590423584]"
goodhealth,2012,read inhale caffeine vday food tell lie,0,2,4,"[0.13287687301635742, -0.20836465060710907, 0.21250870823860168, -0.05764596164226532, 0.11500941216945648, 0.16814583539962769, 0.3775424361228943, -0.017278242856264114, -0.5316939353942871, 0.253517746925354, 0.5112345814704895, 0.5079839825630188, -0.0926143229007721, -0.3628998398780823, -0.006549577694386244, -0.27388691902160645, 0.09127411991357803, 0.22312118113040924, -0.5469058752059937, 0.1518738567829132, -0.035315319895744324, -0.23071110248565674, 0.16801975667476654, 0.5702540874481201, 0.04388769343495369, 0.07392993569374084, 0.006059059873223305, 0.2293923944234848, 0.2834422290325165, -0.770721435546875]"
goodhealth,2012,know tea fight cavity benefit soothing drink,1,2,4,"[0.08906435966491699, -0.21032781898975372, 0.15552838146686554, -0.06641989201307297, 0.12430347502231598, 0.10999278724193573, 0.26463770866394043, 0.026521427556872368, -0.39140287041664124, 0.12743596732616425, 0.41811564564704895, 0.38549572229385376, -0.03155117109417915, -0.22641971707344055, -0.03676846623420715, -0.14824946224689484, 0.09237249940633774, 0.13136309385299683, -0.38967859745025635, 0.0924750342965126, -0.027723312377929688, -0.10584347695112228, 0.12029783427715302, 0.5133791565895081, 0.11020699888467789, 0.09065841138362885, -0.049697086215019226, 0.10637926310300827, 0.19977080821990967, -0.5475406646728516]"
goodhealth,2012,answer question think would forever rhetorical zebras stripe,1,2,4,"[0.08555670082569122, -0.2373885065317154, 0.20030733942985535, -0.0632324144244194, 0.15365123748779297, 0.1550394743680954, 0.25845927000045776, 0.015326816588640213, -0.535020112991333, 0.08733043074607849, 0.5405920147895813, 0.36203643679618835, -0.06773896515369415, -0.28322726488113403, -0.023423749953508377, -0.17966768145561218, 0.04923029989004135, 0.023122651502490044, -0.47252920269966125, 0.07459678500890732, -0.012683180160820484, -0.12303367257118225, 0.1544184386730194, 0.6391131281852722, 0.1219763234257698, 0.20355817675590515, -0.15599076449871063, 0.1350976973772049, 0.21733732521533966, -0.6654652953147888]"
goodhealth,2012,president come take week book quick getaway long weekend,1,2,4,"[0.10351376235485077, -0.08344289660453796, 0.06208214908838272, -0.06204138696193695, -0.002407552907243371, 0.026611410081386566, 0.18600775301456451, -0.09652801603078842, -0.35733121633529663, 0.2388419806957245, 0.31588003039360046, 0.30571189522743225, -0.07792554795742035, -0.17652356624603271, 0.06365460157394409, -0.061872877180576324, -0.017927220091223717, 0.1999572366476059, -0.32785648107528687, 0.11840206384658813, 0.059754740446805954, -0.14595359563827515, 0.10823550820350647, 0.30442219972610474, -0.08347012847661972, -0.02311369590461254, 0.028043463826179504, 0.23274178802967072, 0.20279331505298615, -0.4453352689743042]"
goodhealth,2012,avoid food trap skinnyup weekend heres,0,2,4,"[0.10585908591747284, -0.23427239060401917, 0.1829075664281845, -0.08364032953977585, 0.11126579344272614, 0.14517371356487274, 0.2665809392929077, 0.03486146405339241, -0.40284979343414307, 0.13255822658538818, 0.4498552083969116, 0.34453919529914856, -0.07842579483985901, -0.28063973784446716, 0.008249294944107533, -0.1303318589925766, 0.04160225763916969, 0.06621129810810089, -0.44403162598609924, 0.08769875019788742, -0.022703202441334724, -0.18233512341976166, 0.20810756087303162, 0.5527187585830688, 0.06174839660525322, 0.13489164412021637, -0.08233337849378586, 0.1466333568096161, 0.22459259629249573, -0.5823073387145996]"
goodhealth,2012,tame headache trigger trick painfree,1,2,3,"[0.02544454298913479, -0.17462296783924103, 0.10039594024419785, -0.0823088139295578, 0.07513049244880676, 0.13279251754283905, 0.1891990602016449, 0.060972049832344055, -0.3592541515827179, 0.062106743454933167, 0.30782994627952576, 0.3080238401889801, -0.034835994243621826, -0.2335861772298813, -0.024061638861894608, -0.12807968258857727, 0.07104120403528214, 0.06075015291571617, -0.34377846121788025, 0.06688379496335983, -0.05644460394978523, -0.1333245038986206, 0.10458999872207642, 0.46201661229133606, 0.06570591032505035, 0.1581762731075287, -0.05177329480648041, 0.05728372558951378, 0.11524944752454758, -0.5163829326629639]"
goodhealth,2012,endless prepare heartsmart fish recipe salmon see,1,2,3,"[0.0829600840806961, -0.19296269118785858, 0.13538716733455658, -0.08803071081638336, 0.11484430730342865, 0.11431893706321716, 0.2726825773715973, 0.01730598509311676, -0.41700005531311035, 0.15412545204162598, 0.42446714639663696, 0.3607243597507477, -0.027803154662251472, -0.22034375369548798, 0.019372303038835526, -0.1796845644712448, 0.10643921047449112, 0.10359495133161545, -0.40772727131843567, 0.12587596476078033, -0.02722189947962761, -0.11765849590301514, 0.15085405111312866, 0.42978379130363464, 0.03729359060525894, 0.08367658406496048, -0.04181700944900513, 0.23158591985702515, 0.19957025349140167, -0.533368706703186]"
